solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,conc_salt_2,theor_capacity,amt_electrolyte,pressure_type,rank,prediction_aggr,uncertainty_aggr,explore_aggr,exploit_aggr,ratio_aggr,EI_aggr
[CH2]OCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.86898888,-1.026268724,1.080038081,-0.343567499,-0.335151503,0.445407933,0.751099418,0.727684382,-0.894854699,-0.225795226,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,221.1388988,186.9396855,1.0,0.0,150,50,2,4192.0,1.5103573379043052e-06,0.0008134166178978522,8.984718596968913e-09,-7.959608658908059e-09,-7.764639053216883,1.0251099380608555e-09
CN1CCN2CCCCC2N1C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.798782411,-0.634477843,0.417154292,0.174248115,-0.439036683,-0.154037145,0.659486323,-0.064018615,-0.441543634,-0.851131089,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,169.1578976,186.9396855,1.0,0.0,150,50,2,4998.0,1.1512348792998565e-06,0.0007168077009680512,8.501234686696433e-09,-7.58559023868743e-09,-8.28442771119477,9.156444480090038e-10
COCCCN1CCCC(=O)C1(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.588674609,-0.605038694,1.302740179,0.405005904,-0.32991318,0.062472774,0.975306508,1.513932539,0.031696431,-0.781998848,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,199.1572289,186.9396855,1.0,0.0,150,50,2,4748.0,1.0403552623446212e-06,0.0006884469460589774,8.689182091871082e-09,-7.743182148778826e-09,-8.18518246784259,9.459999430922565e-10
[Al]OC1CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.153673356,-1.043004666,0.546285476,-0.211333275,-0.20405487,0.402808353,0.028412624,-0.697045908,-0.569030523,-0.989505748,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,126.0625286,186.9396855,1.0,0.0,150,50,2,1336.0,1.5489120956221684e-06,0.0008553004765801068,1.6645701912293318e-08,-1.4534955721952687e-08,-6.886169350189384,2.110746190340635e-09
COCCOCCCN(C)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.143228435,-0.571214217,-0.178466159,-0.484269041,0.260019302,1.398047958,1.751704255,0.298692692,-0.107682426,-0.023928224,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,219.1834437,186.9396855,1.0,0.0,150,50,2,3928.0,9.507895314541012e-07,0.0006586348442547464,9.274276142604542e-09,-8.204550521460404e-09,-7.669770976117342,1.0697256211441377e-09
COCCOCCC1CCCN(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.217996902,0.135504374,1.190568164,0.572853312,-0.848850103,0.186077693,1.222423847,0.616414001,-0.91355161,-0.611719139,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,215.1521435,186.9396855,1.0,0.0,150,50,2,781.0,1.3034682900116845e-06,0.0008118071970327803,2.2541648626693583e-08,-1.9649384115687432e-08,-6.793771469004362,2.8922645110061495e-09
CCCC(CC)(CC)OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.130617813,-1.235473739,0.870901418,0.168668945,-0.006618256,0.599729419,1.09162946,0.137547416,0.182531176,-0.11690555,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,188.17763,186.9396855,1.0,0.0,150,50,2,3559.0,1.4163065026283938e-06,0.0007811868730994699,9.506369668050618e-09,-8.365355988341556e-09,-7.331512441178242,1.1410136797090622e-09
COCC(C)(F)C(F)(F)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.726536495,-1.453235719,0.976823899,-0.837496855,0.636579474,0.015446849,1.305754278,-0.075294417,0.043218602,-0.260722022,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,206.0730061,186.9396855,1.0,0.0,150,50,2,4439.0,1.4754224989424264e-06,0.0008001057799929913,8.658765539442549e-09,-7.67082293654033e-09,-7.764441895719701,9.87942602902215e-10
CCCN1C(=O)CCC1CCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.806487413,-0.700309141,1.037406529,0.919588547,-0.945010111,0.469750178,0.824295111,0.289491174,-0.577326077,-0.028542592,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,185.1415788,186.9396855,1.0,0.0,150,50,2,1792.0,1.2015291636008406e-06,0.0007456179018310052,1.4233098958675515e-08,-1.2474142273182454e-08,-7.091784792691336,1.758956685493062e-09
CO[Si](C)CN1CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.998719981,-0.592090145,0.598878299,0.090645885,-0.529809821,0.046771556,0.793616925,0.244098637,-0.026307278,-0.836531778,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,172.1157657,186.9396855,1.0,0.0,150,50,2,4870.0,1.2937668874331753e-06,0.0007541241430603385,8.492649212237859e-09,-7.560747368678562e-09,-8.113244351788294,9.319018435592967e-10
[CH2]OCC(F)(F)C(F)(F)COC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.670504745,-1.459909158,1.009942167,-0.683204194,0.368208349,-0.026547596,1.033823502,0.171306232,-0.178871717,-0.298853947,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,189.0538674,186.9396855,1.0,0.0,150,50,2,4247.0,1.5474467337751406e-06,0.0008187084589638545,8.766412583297278e-09,-7.748569454861932e-09,-7.612734456215498,1.0178431284353456e-09
COC(C)(C)CCOCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.969655166,-1.176065613,1.157051341,-0.547036715,0.511543558,0.01974755,1.196819696,0.003156585,-0.085676385,-0.229620394,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,174.1255944,186.9396855,1.0,0.0,150,50,2,2953.0,1.5737092502172222e-06,0.0008342780439434614,1.058973081542217e-08,-9.306885628247078e-09,-7.254878235729635,1.2828451871750912e-09
COC1CCCN1CCOC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.30558384,-0.200525095,0.858812681,0.272636398,-0.786636763,0.127069926,0.974046566,0.180423638,-0.386139336,-0.460041957,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,173.1051933,186.9396855,1.0,0.0,150,50,2,1913.0,1.2740206334251104e-06,0.0007686946253350266,1.388030080119155e-08,-1.2195266826844759e-08,-7.237401151850538,1.6850339743467915e-09
CCCOC1CCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.479984854,-1.257024313,0.122379431,0.34053919,-0.608333686,0.979574867,0.016054156,-0.972764675,-0.050488243,-0.560883391,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,128.1201151,186.9396855,1.0,0.0,150,50,2,4021.0,1.2782098657050296e-06,0.0007533514631264589,9.38971169680683e-09,-8.335678275867898e-09,-7.908362401300793,1.0540334209389315e-09
COCCC1CCCC(=O)S1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.620196827,-0.612885887,1.200531604,-0.320664087,-0.665166695,0.594365817,0.480823804,0.007950141,-1.02433612,-0.600262216,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,174.0714507,186.9396855,1.0,0.0,150,50,2,349.0,1.8641618595990752e-06,0.000982161804122959,3.144304613931409e-08,-2.674344699664101e-08,-5.690580448406001,4.699599142673076e-09
COCCCN1CCCN(C)CCC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.732702233,-0.533874961,1.0003842,0.844489185,-0.602420838,-0.000777137,1.209322837,1.589640526,-0.815129455,-0.751734814,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,214.1681279,186.9396855,1.0,0.0,150,50,2,2611.0,1.0474118853977495e-06,0.000713412424264954,1.2376242020010624e-08,-1.098558203929644e-08,-7.899545677337121,1.3906599807141819e-09
COC(C)(C=O)CCCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.029661117,-1.213084109,1.139008749,-0.378755544,0.765850892,0.132321983,1.232337485,-0.033315937,-0.101099044,-0.237609871,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,198.0867643,186.9396855,1.0,0.0,150,50,2,3706.0,1.4864884186739168e-06,0.0008043231459170895,9.411000836721382e-09,-8.30110791285651e-09,-7.479197077813919,1.1098929238648738e-09
COP(C)(=O)COCCCOP(=O)(OC)OC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.78539599,-1.001980305,0.98649957,-0.278766115,0.319298676,0.613992633,1.372972943,-0.114551987,-0.368235722,-0.325690801,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,332.1153764,186.9396855,1.0,0.0,150,50,2,1382.0,1.555906987727383e-06,0.0008456689610148851,1.564961307945568e-08,-1.3585269000111789e-08,-6.580913102640125,2.0643440793438926e-09
COCCP(C)(C)(C)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.758299,-1.444902479,0.860623155,-0.246619315,-0.536161553,0.606181622,0.771608053,0.531648618,-0.838902377,-0.601293622,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,166.1122665,186.9396855,1.0,0.0,150,50,2,256.0,2.1103526021425243e-06,0.0010485857124046794,3.2603408386629355e-08,-2.7405536174541176e-08,-5.2724528530745305,5.197872212088186e-09
COCCCN1CCC(C)(F)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.501190812,-1.076647462,1.047055353,0.228012343,-0.620547142,0.242552639,0.883628382,2.167652116,0.48770338,-0.577056837,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,175.1372424,186.9396855,1.0,0.0,150,50,2,4480.0,6.676160351309736e-07,0.0005933868987768012,8.74305413651927e-09,-7.760590978219492e-09,-7.8991165344558505,9.82463158299778e-10
COCC(COF)OF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.029648301,-1.389039282,0.812973974,-0.681806111,-0.764303738,-0.173720259,0.623178083,0.390435555,-0.533427801,-0.389355198,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,142.0441506,186.9396855,1.0,0.0,150,50,2,2800.0,1.6672105692603345e-06,0.0008667807755072346,1.1106063799191993e-08,-9.775390939144965e-09,-7.346201483961645,1.3306728600470282e-09
CCCOC(COC)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.079527229,-1.575115624,0.816500877,-0.029134006,-0.077415639,0.528386889,0.923531179,0.15339566,0.258359835,-0.127837409,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,178.1205091,186.9396855,1.0,0.0,150,50,2,4935.0,1.3882550173453572e-06,0.0007696797735031628,8.064227183812345e-09,-7.140099499563178e-09,-7.7263127393097655,9.241276842491679e-10
COCOCP(=O)(OC)OCP(=O)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.763331402,-1.099321755,1.082049451,-0.5402997,0.175115168,0.199150737,0.883459634,0.325240149,-0.554618332,-0.369676591,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,292.0476908,186.9396855,1.0,0.0,150,50,2,4110.0,1.4508464058530708e-06,0.0007897795078351975,8.853525191297579e-09,-7.813300563977418e-09,-7.511166683398118,1.0402246273201612e-09
COCCOCCCN(C(C)=O)C(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.869678262,0.191256037,0.678343792,-0.343905197,0.296885421,1.20793819,1.355485973,0.027572202,-0.663737606,-0.032054887,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,231.1834437,186.9396855,1.0,0.0,150,50,2,4417.0,1.0881025852859477e-06,0.0006966602196627995,8.832796709608087e-09,-7.841754025551089e-09,-7.912629951970947,9.910426840569988e-10
COCCC1CSCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.198563195,-1.241132021,1.077592036,-0.637435731,-0.643232868,0.690626924,0.535691186,0.508250887,-0.81353227,0.641040499,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,148.0558006,186.9396855,1.0,0.0,150,50,2,4393.0,8.929453653716034e-07,0.0006442500907326333,8.873393213064149e-09,-7.878296699124719e-09,-7.917118177749198,9.950965139394299e-10
COCC(C)(S(=O)(=O)OC)S(=O)(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.869173818,-1.092865258,1.068557596,-0.48511079,0.57045437,0.073560986,1.035029007,-0.081889621,-0.264088996,-0.37786166,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,262.0180948,186.9396855,1.0,0.0,150,50,2,4758.0,1.4282307830005899e-06,0.0007800644400779142,8.191557723600554e-09,-7.246931251598169e-09,-7.671742711419464,9.446264720023837e-10
COP(=O)(CCCCCCOP(=O)(OC)OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.975291228,-1.261783079,1.07298332,0.181686372,-0.258665399,0.567381265,0.443336212,0.457135603,-0.93341676,-0.469804913,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,318.0997264,186.9396855,1.0,0.0,150,50,2,4335.0,1.3281532330053388e-06,0.0007648595318840595,9.01102293127962e-09,-8.006627056553922e-09,-7.971584967670794,1.0043958747256967e-09
COCCC1CCCCOC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.838378635,-0.650633005,1.244350987,-0.461477688,-0.705704376,0.882313178,0.250168281,-0.029266142,-1.091858166,0.119776233,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,172.1099444,186.9396855,1.0,0.0,150,50,2,1305.0,1.2362705593156697e-06,0.0007621942029795774,1.6667400062354772e-08,-1.453016148343857e-08,-6.798567846743091,2.1372385789161997e-09
COCCC1CCN(COC)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.945125441,-0.420743575,1.158240613,0.304707588,-0.680971397,0.143136729,1.034099903,0.515152148,-0.929378771,-0.18711654,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,187.1208434,186.9396855,1.0,0.0,150,50,2,2016.0,1.288400991061459e-06,0.0007755163892553697,1.3746524607144969e-08,-1.2113445991683949e-08,-7.417552270295509,1.6330786154610217e-09
COCCCC1CC(=O)SC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.076932951,-0.890746739,1.210708234,0.065648947,-0.393925772,0.615589514,0.588605458,0.47172438,-1.13719736,-0.161755086,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,188.0507152,186.9396855,1.0,0.0,150,50,2,2841.0,1.5045410724376806e-06,0.0008270582766457423,1.1360086114436278e-08,-1.0043406280873693e-08,-7.627827224860657,1.3166798335625862e-09
COCCOCCCOP(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.746209885,-0.973619321,0.842502033,-0.133864149,-0.566587293,0.859818478,0.869178337,0.342046408,-1.051319883,-0.589221513,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,226.0970103,186.9396855,1.0,0.0,150,50,2,325.0,2.0139989912175472e-06,0.001023455202231459,3.152423478554582e-08,-2.6712913222319594e-08,-5.552094756353653,4.811321563226227e-09
COC1CCN(CC(F)F)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.920608172,-0.526680894,0.459481315,0.213737789,-1.257507173,-0.355687755,0.946373438,-0.347253476,-0.025322224,0.094152997,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,165.0965205,186.9396855,1.0,0.0,150,50,2,4326.0,8.881566108446166e-07,0.0006400834974810757,8.812175569503943e-09,-7.8051265576349e-09,-7.750493238803613,1.007049011869046e-09
COCCO[SiH2]OCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.831566023,-0.993237814,1.067192104,-0.372791138,-0.293695405,0.302638884,0.691526091,0.627631599,-0.748392845,-0.38058225,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,180.0817855,186.9396855,1.0,0.0,150,50,2,3111.0,1.6443601440230083e-06,0.0008560455942486779,1.0387811230617388e-08,-9.15074405320997e-09,-7.397127836167821,1.237067177407418e-09
COCCC(C)(OC)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.045482941,-1.465658375,0.913304169,-0.851080861,-0.030089895,-0.187658608,1.595853352,0.08046647,-0.000458373,-0.202419105,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,168.0961861,186.9396855,1.0,0.0,150,50,2,846.0,1.8068315152096255e-06,0.0009299212314218434,1.9679883191097635e-08,-1.6919808271528237e-08,-6.130198912922234,2.7600749195693966e-09
COC1CCCCC(=O)CC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.901665056,-0.651350043,1.177683614,-0.292469068,-0.399652241,0.549416254,-0.114290692,-0.709156176,-0.785666283,-0.724302527,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,156.1150298,186.9396855,1.0,0.0,150,50,2,587.0,1.617286591842322e-06,0.0008912794143657032,2.4111296927760744e-08,-2.070589745581981e-08,-6.080313815288847,3.4053994719409344e-09
COCCOCCOOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.886562335,-1.034875368,1.081177394,-0.354266636,-0.365585811,0.439202888,0.807874532,0.672919273,-0.881622348,-0.436041509,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,238.1416384,186.9396855,1.0,0.0,150,50,2,1662.0,1.6848855509865707e-06,0.0008812059885239517,1.4415840049407123e-08,-1.2576077648358818e-08,-6.8357075028780345,1.8397624010483067e-09
COC1CCCCN(C)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.751286742,-0.371640631,0.594183737,0.407261372,-1.105091804,0.130447408,1.001581875,-0.262212681,-0.243310417,-0.445300293,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,143.1310142,186.9396855,1.0,0.0,150,50,2,582.0,1.3446729286665818e-06,0.0008129122181187489,2.440995103740832e-08,-2.098475236401878e-08,-6.126579613337435,3.42519867338954e-09
COCC(C[Al])OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.007186656,-1.458816059,0.788786965,-0.657947781,-0.95707393,-0.157638684,0.616540477,0.406049224,-0.479205207,-0.303374301,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,130.0574432,186.9396855,1.0,0.0,150,50,2,2762.0,1.6317506224331966e-06,0.0008565052090783769,1.1232465854475144e-08,-9.88606513629771e-09,-7.342587539376885,1.3464007181774332e-09
CON1C(=O)CC2CCCC21,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.26666588,-0.424703864,1.230065161,-0.120838153,-0.335035571,0.01599062,0.35238997,-0.329888017,-0.912044909,-0.620234843,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,155.0946287,186.9396855,1.0,0.0,150,50,2,1139.0,1.4492477246485432e-06,0.0008306944070481125,1.796813319278581e-08,-1.5658379309222227e-08,-6.779241468387036,2.3097538835635807e-09
COCCOC1CCCN(C)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.239196333,0.024536605,0.543777596,0.64453456,-1.395914672,0.33262973,1.528518882,0.378947158,-0.433426069,-0.253632597,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,173.1415788,186.9396855,1.0,0.0,150,50,2,523.0,1.246832405443596e-06,0.0007908060818675401,2.5844364869102354e-08,-2.2230958249632768e-08,-6.152354437457713,3.613406619469584e-09
COCCCN1CCC(=O)N2CCCC2C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.32320889,-0.243670868,1.076583968,0.774803419,-0.869337211,0.273318293,1.259798366,0.66787666,-0.98135917,-0.57528607,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,240.1473925,186.9396855,1.0,0.0,150,50,2,564.0,1.331443077685815e-06,0.0008262594597694885,2.609398285304664e-08,-2.261028895001447e-08,-6.490320211639358,3.483693903032166e-09
COCCCCOCC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.179885163,0.230942336,1.476017639,0.174368003,-0.455547674,0.914494206,0.532694465,0.321692911,-0.90468202,-0.517240142,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,176.104859,186.9396855,1.0,0.0,150,50,2,2701.0,1.4863722566505124e-06,0.0008339152119043659,1.2114017315610054e-08,-1.074987577434185e-08,-7.880322861766953,1.3641415412682059e-09
COCCCOCCC[Si](C)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.692856067,-1.075021004,0.93906754,-0.078679168,-0.55184743,0.788816207,0.827549833,0.437274094,-1.091125655,-0.568430775,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,190.102521,186.9396855,1.0,0.0,150,50,2,264.0,2.077181814366132e-06,0.0010429176016611345,3.31503238953212e-08,-2.7983697640798898e-08,-5.416241907628799,5.1666262545223e-09
COC1CCCCN1OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.423151372,-0.512721169,0.767128393,-0.246265564,-0.626023348,0.158776839,0.736295151,-0.347587217,-0.207471002,-0.669177865,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,145.1102787,186.9396855,1.0,0.0,150,50,2,968.0,1.519579965061184e-06,0.000851899888404218,1.9198893380336763e-08,-1.664547154862201e-08,-6.518888239254919,2.5534218317147464e-09
COC(=O)C1CCCCCN1C(=O)CN1C(=O)CN(C)C1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.494090377,1.284037354,1.476134446,0.75328907,-0.49547922,-0.174137962,0.377657204,-0.244938558,-0.414157159,-0.888582205,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,311.1481208,186.9396855,1.0,0.0,150,50,2,3431.0,5.225466219335566e-07,0.0005856400094923698,1.0659727840013059e-08,-9.489642329760863e-09,-8.11021266959838,1.1700855102521982e-09
COCCCCCCCP=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.022154616,-1.190716118,1.0441867,0.097784184,-0.388162368,0.668835128,0.702991415,0.595409767,-0.948523889,-0.463072784,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,176.0966164,186.9396855,1.0,0.0,150,50,2,767.0,1.905472604311083e-06,0.0009658835060272394,2.0986979082115498e-08,-1.806186240160412e-08,-6.174749377329622,2.9251166805113776e-09
COCCOCCOCCOCCCC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-0.928575699,-0.557143805,1.033863096,0.034835031,-0.472033187,0.820023827,0.671372978,0.326742506,-1.128792171,-0.529282815,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,234.1467238,186.9396855,1.0,0.0,150,50,2,1307.0,1.6919290441543785e-06,0.0008994588057713225,1.689177197558293e-08,-1.4755492094075428e-08,-6.907096875182374,2.1362798815075006e-09
FC(F)OC1CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.792457969,-1.087761479,0.376683987,-0.564441207,-0.403416445,0.100288907,-0.119276635,-1.112622011,-0.444059614,-0.966760406,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,150.0856214,186.9396855,1.0,0.0,150,50,2,1446.0,1.4066729807934524e-06,0.0008115759268425527,1.5888353543583122e-08,-1.3879208228625295e-08,-6.908016122724609,2.009145314957829e-09
COCC(OC)C(C)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,-1.184279496,-1.417834588,0.839450649,-0.986497427,-0.092615022,-0.403107333,1.407090674,-0.00089359,0.12666949,-0.20365223,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,154.0805361,186.9396855,1.0,0.0,150,50,2,3003.0,1.5534555243902173e-06,0.0008329249830038944,1.071210290821601e-08,-9.44471766654904e-09,-7.452128489461154,1.2673852416669703e-09
